Index,QuoteDate,QuoteTime,TOSsymbol,Expiration,Strike,P/C,Mark,Extrinsic,SPX,VIX,ImpVol,Delta,Gamma,Theta,Vega,Rho,OpenInterest,Root
180102.SPX180430P2400,1/2/2018,3:45:00 PM,.SPXW180430P2400,4/30/2018,2400,P,15.39999962,15.39999962,2697.800049,,0.1767,-0.1122,0.000704,-0.219045,2.9257,-102.840047,5398,SPXW
180102.SPX180430C2410,1/2/2018,3:45:00 PM,.SPXW180430C2410,4/30/2018,2410,C,300.8999939,13.10000038,2697.800049,,0.164,0.8956,0.00072,-0.193004,2.777621,683.787707,14,SPXW
180102.SPX180430P2410,1/2/2018,3:45:00 PM,.SPXW180430P2410,4/30/2018,2410,P,16,16,2697.800049,,0.1741,-0.1172,0.000737,-0.222707,3.017827,-107.392168,12,SPXW
180102.SPX180430C2420,1/2/2018,3:45:00 PM,.SPXW180430C2420,4/30/2018,2420,C,291.6499939,13.85000038,2697.800049,,0.1622,0.8897,0.000757,-0.198676,2.890609,681.599879,23,SPXW
180102.SPX180430P2420,1/2/2018,3:45:00 PM,.SPXW180430P2420,4/30/2018,2420,P,16.70000076,16.70000076,2697.800049,,0.1718,-0.1228,0.000771,-0.227038,3.117822,-112.456576,21,SPXW
180102.SPX180430C2425,1/2/2018,3:45:00 PM,.SPXW180430C2425,4/30/2018,2425,C,287.0499878,14.25,2697.800049,,0.1613,0.8865,0.000777,-0.201616,2.949053,680.355166,7,SPXW
180102.SPX180430P2425,1/2/2018,3:45:00 PM,.SPXW180430P2425,4/30/2018,2425,P,17.04999924,17.04999924,2697.800049,,0.1706,-0.1256,0.000789,-0.229076,3.167897,-115.035875,561,SPXW
180102.SPX180430C2430,1/2/2018,3:45:00 PM,.SPXW180430C2430,4/30/2018,2430,C,282.3500061,14.55000019,2697.800049,,0.1601,0.8838,0.000796,-0.203462,2.999048,679.50835,12,SPXW
180102.SPX180430P2430,1/2/2018,3:45:00 PM,.SPXW180430P2430,4/30/2018,2430,P,17.39999962,17.39999962,2697.800049,,0.1694,-0.1285,0.000807,-0.231038,3.218121,-117.652711,23,SPXW
180102.SPX180430C2440,1/2/2018,3:45:00 PM,.SPXW180430C2440,4/30/2018,2440,C,273.2000122,15.39999962,2697.800049,,0.1583,0.8771,0.000837,-0.209323,3.119495,676.64992,0,SPXW
180102.SPX180430P2440,1/2/2018,3:45:00 PM,.SPXW180430P2440,4/30/2018,2440,P,18.10000038,18.10000038,2697.800049,,0.1669,-0.1343,0.000845,-0.234705,3.318844,-122.992635,56,SPXW
180102.SPX180430C2450,1/2/2018,3:45:00 PM,.SPXW180430C2450,4/30/2018,2450,C,264.0499878,16.25,2697.800049,,0.1564,0.8703,0.00088,-0.214731,3.239178,673.661162,15,SPXW
180102.SPX180430P2450,1/2/2018,3:45:00 PM,.SPXW180430P2450,4/30/2018,2450,P,18.89999962,18.89999962,2697.800049,,0.1645,-0.1408,0.000885,-0.238909,3.426559,-128.862192,5390,SPXW
180102.SPX180430C2460,1/2/2018,3:45:00 PM,.SPXW180430C2460,4/30/2018,2460,C,254.8999939,17.10000038,2697.800049,,0.1544,0.8633,0.000925,-0.219698,3.358393,670.521346,0,SPXW
180102.SPX180430P2460,1/2/2018,3:45:00 PM,.SPXW180430P2460,4/30/2018,2460,P,19.70000076,19.70000076,2697.800049,,0.1621,-0.1474,0.000927,-0.242724,3.53444,-134.894885,22,SPXW
180102.SPX180430C2470,1/2/2018,3:45:00 PM,.SPXW180430C2470,4/30/2018,2470,C,245.8000031,18,2697.800049,,0.1523,0.8559,0.000971,-0.224651,3.480729,667.015314,15,SPXW
180102.SPX180430P2470,1/2/2018,3:45:00 PM,.SPXW180430P2470,4/30/2018,2470,P,20.54999924,20.54999924,2697.800049,,0.1596,-0.1544,0.000971,-0.246561,3.645599,-141.289868,10,SPXW
180102.SPX180430C2475,1/2/2018,3:45:00 PM,.SPXW180430C2475,4/30/2018,2475,C,241.3000031,18.5,2697.800049,,0.1514,0.852,0.000995,-0.227376,3.545042,664.999279,2,SPXW
180102.SPX180430P2475,1/2/2018,3:45:00 PM,.SPXW180430P2475,4/30/2018,2475,P,20.95000076,20.95000076,2697.800049,,0.1583,-0.1579,0.000994,-0.248113,3.699739,-144.465288,291,SPXW
180102.SPX180430C2480,1/2/2018,3:45:00 PM,.SPXW180430C2480,4/30/2018,2480,C,236.6999969,18.89999962,2697.800049,,0.1501,0.8484,0.00102,-0.229114,3.602495,663.337415,3,SPXW
180102.SPX180430P2480,1/2/2018,3:45:00 PM,.SPXW180430P2480,4/30/2018,2480,P,21.39999962,21.39999962,2697.800049,,0.157,-0.1616,0.001017,-0.249968,3.756855,-147.87293,6,SPXW
180102.SPX180430C2490,1/2/2018,3:45:00 PM,.SPXW180430C2490,4/30/2018,2490,C,227.6999969,19.89999962,2697.800049,,0.148,0.8401,0.001071,-0.233931,3.73033,659.065163,0,SPXW
180102.SPX180430P2490,1/2/2018,3:45:00 PM,.SPXW180430P2490,4/30/2018,2490,P,22.29999924,22.29999924,2697.800049,,0.1544,-0.1693,0.001065,-0.253326,3.871023,-154.839205,95,SPXW
180102.SPX180430C2500,1/2/2018,3:45:00 PM,.SPXW180430C2500,4/30/2018,2500,C,218.8000031,21,2697.800049,,0.146,0.8312,0.001125,-0.238997,3.863218,654.208201,5,SPXW
180102.SPX180430P2500,1/2/2018,3:45:00 PM,.SPXW180430P2500,4/30/2018,2500,P,23.29999924,23.29999924,2697.800049,,0.152,-0.1776,0.001116,-0.256992,3.99054,-162.385598,2324,SPXW
180102.SPX180430C2510,1/2/2018,3:45:00 PM,.SPXW180430C2510,4/30/2018,2510,C,209.8500061,22.04999924,2697.800049,,0.1437,0.8223,0.001181,-0.243097,3.992186,649.313767,2,SPXW
180102.SPX180430P2510,1/2/2018,3:45:00 PM,.SPXW180430P2510,4/30/2018,2510,P,24.29999924,24.29999924,2697.800049,,0.1494,-0.1861,0.001169,-0.260143,4.109763,-170.170932,3,SPXW
180102.SPX180430C2520,1/2/2018,3:45:00 PM,.SPXW180430C2520,4/30/2018,2520,C,200.9499969,23.14999962,2697.800049,,0.1414,0.8129,0.00124,-0.246992,4.123011,643.984075,2,SPXW
180102.SPX180430P2520,1/2/2018,3:45:00 PM,.SPXW180430P2520,4/30/2018,2520,P,25.39999962,25.39999962,2697.800049,,0.1469,-0.1953,0.001225,-0.263475,4.233348,-178.554352,154,SPXW
180102.SPX180430C2525,1/2/2018,3:45:00 PM,.SPXW180430C2525,4/30/2018,2525,C,196.5500031,23.75,2697.800049,,0.1403,0.8079,0.00127,-0.249072,4.190548,641.039991,2,SPXW
180102.SPX180430P2525,1/2/2018,3:45:00 PM,.SPXW180430P2525,4/30/2018,2525,P,26,26,2697.800049,,0.1457,-0.2002,0.001254,-0.265272,4.297086,-183.013604,4709,SPXW
180102.SPX180430C2530,1/2/2018,3:45:00 PM,.SPXW180430C2530,4/30/2018,2530,C,192.1999969,24.39999962,2697.800049,,0.1392,0.8026,0.001301,-0.25135,4.260153,637.847171,0,SPXW
180102.SPX180430P2530,1/2/2018,3:45:00 PM,.SPXW180430P2530,4/30/2018,2530,P,26.54999924,26.54999924,2697.800049,,0.1443,-0.205,0.001283,-0.266569,4.358416,-187.380918,78,SPXW
180102.SPX180430C2540,1/2/2018,3:45:00 PM,.SPXW180430C2540,4/30/2018,2540,C,183.3999939,25.60000038,2697.800049,,0.1368,0.7922,0.001365,-0.254662,4.393242,631.602727,5,SPXW
180102.SPX180430P2540,1/2/2018,3:45:00 PM,.SPXW180430P2540,4/30/2018,2540,P,27.75,27.75,2697.800049,,0.1417,-0.2152,0.001345,-0.269377,4.484624,-196.671347,80,SPXW
180102.SPX180430C2550,1/2/2018,3:45:00 PM,.SPXW180430C2550,4/30/2018,2550,C,174.8000031,27,2697.800049,,0.1346,0.7807,0.001431,-0.258627,4.533276,624.3581,33,SPXW
180102.SPX180430P2550,1/2/2018,3:45:00 PM,.SPXW180430P2550,4/30/2018,2550,P,29,29,2697.800049,,0.1391,-0.226,0.001409,-0.271852,4.61161,-206.449464,2250,SPXW
180102.SPX180430C2560,1/2/2018,3:45:00 PM,.SPXW180430C2560,4/30/2018,2560,C,166.1999969,28.39999962,2697.800049,,0.1323,0.7688,0.001501,-0.261801,4.67076,616.780901,22,SPXW
180102.SPX180430P2560,1/2/2018,3:45:00 PM,.SPXW180430P2560,4/30/2018,2560,P,30.35000038,30.35000038,2697.800049,,0.1365,-0.2374,0.001476,-0.274252,4.740651,-216.891575,913,SPXW
180102.SPX180430C2570,1/2/2018,3:45:00 PM,.SPXW180430C2570,4/30/2018,2570,C,157.6000061,29.79999924,2697.800049,,0.1297,0.7565,0.001575,-0.264188,4.805904,608.813636,19,SPXW
180102.SPX180430P2570,1/2/2018,3:45:00 PM,.SPXW180430P2570,4/30/2018,2570,P,31.75,31.75,2697.800049,,0.1339,-0.2495,0.001546,-0.276196,4.869354,-227.870309,60,SPXW
180102.SPX180430C2575,1/2/2018,3:45:00 PM,.SPXW180430C2575,4/30/2018,2575,C,153.3999939,30.60000038,2697.800049,,0.1286,0.7499,0.001612,-0.26565,4.875631,604.381341,1202,SPXW
180102.SPX180430P2575,1/2/2018,3:45:00 PM,.SPXW180430P2575,4/30/2018,2575,P,32.5,32.5,2697.800049,,0.1326,-0.2559,0.001582,-0.277167,4.934351,-233.661516,3904,SPXW
180102.SPX180430C2580,1/2/2018,3:45:00 PM,.SPXW180430C2580,4/30/2018,2580,C,149.1999969,31.39999962,2697.800049,,0.1274,0.7431,0.00165,-0.266906,4.944551,599.832783,0,SPXW
180102.SPX180430P2580,1/2/2018,3:45:00 PM,.SPXW180430P2580,4/30/2018,2580,P,33.25,33.25,2697.800049,,0.1312,-0.2624,0.001619,-0.27792,4.998626,-239.560446,13,SPXW
180102.SPX180430C2590,1/2/2018,3:45:00 PM,.SPXW180430C2590,4/30/2018,2590,C,140.8000031,33,2697.800049,,0.1248,0.7292,0.001729,-0.268704,5.079511,590.397976,22,SPXW
180102.SPX180430P2590,1/2/2018,3:45:00 PM,.SPXW180430P2590,4/30/2018,2590,P,34.79999924,34.79999924,2697.800049,,0.1285,-0.2759,0.001696,-0.27905,5.126233,-251.848769,63,SPXW
180102.SPX180430C2600,1/2/2018,3:45:00 PM,.SPXW180430C2600,4/30/2018,2600,C,132.6000061,34.79999924,2697.800049,,0.1225,0.7141,0.00181,-0.270635,5.215284,579.915072,264,SPXW
180102.SPX180430P2600,1/2/2018,3:45:00 PM,.SPXW180430P2600,4/30/2018,2600,P,36.5,36.5,2697.800049,,0.1258,-0.2904,0.001775,-0.280072,5.253746,-265.037336,2581,SPXW
180102.SPX180430C2610,1/2/2018,3:45:00 PM,.SPXW180430C2610,4/30/2018,2610,C,124.4000015,36.59999847,2697.800049,,0.1198,0.6984,0.001896,-0.271494,5.345735,568.895937,4,SPXW
180102.SPX180430P2610,1/2/2018,3:45:00 PM,.SPXW180430P2610,4/30/2018,2610,P,38.25,38.25,2697.800049,,0.123,-0.3056,0.001858,-0.280344,5.377761,-278.901665,61,SPXW
180102.SPX180430C2620,1/2/2018,3:45:00 PM,.SPXW180430C2620,4/30/2018,2620,C,116.4000015,38.59999847,2697.800049,,0.1174,0.6816,0.001982,-0.272253,5.473871,556.792142,116,SPXW
180102.SPX180430P2620,1/2/2018,3:45:00 PM,.SPXW180430P2620,4/30/2018,2620,P,40.15000153,40.15000153,2697.800049,,0.1203,-0.3219,0.001943,-0.280299,5.499017,-293.723824,988,SPXW
180102.SPX180430C2625,1/2/2018,3:45:00 PM,.SPXW180430C2625,4/30/2018,2625,C,112.4000015,39.59999847,2697.800049,,0.116,0.6729,0.002028,-0.272175,5.535236,550.500664,635,SPXW
180102.SPX180430P2625,1/2/2018,3:45:00 PM,.SPXW180430P2625,4/30/2018,2625,P,41.15000153,41.15000153,2697.800049,,0.1189,-0.3304,0.001986,-0.280087,5.557968,-301.487246,1577,SPXW
180102.SPX180430C2630,1/2/2018,3:45:00 PM,.SPXW180430C2630,4/30/2018,2630,C,108.4000015,40.59999847,2697.800049,,0.1146,0.664,0.002074,-0.271784,5.59471,544.031634,87,SPXW
180102.SPX180430P2630,1/2/2018,3:45:00 PM,.SPXW180430P2630,4/30/2018,2630,P,42.15000153,42.15000153,2697.800049,,0.1175,-0.3392,0.002031,-0.279567,5.615106,-309.424385,47,SPXW
180102.SPX180430C2640,1/2/2018,3:45:00 PM,.SPXW180430C2640,4/30/2018,2640,C,100.6999969,42.90000153,2697.800049,,0.1122,0.645,0.002164,-0.271449,5.710705,529.929308,106,SPXW
180102.SPX180430P2640,1/2/2018,3:45:00 PM,.SPXW180430P2640,4/30/2018,2640,P,44.34999847,44.34999847,2697.800049,,0.1148,-0.3576,0.00212,-0.278516,5.725491,-326.242399,412,SPXW
180102.SPX180430C2650,1/2/2018,3:45:00 PM,.SPXW180430C2650,4/30/2018,2650,C,93.05000305,45.25,2697.800049,,0.1095,0.625,0.002258,-0.269899,5.816542,514.965278,3980,SPXW
180102.SPX180430P2650,1/2/2018,3:45:00 PM,.SPXW180430P2650,4/30/2018,2650,P,46.65000153,46.65000153,2697.800049,,0.112,-0.3772,0.002211,-0.27653,5.826985,-344.020444,160,SPXW
180102.SPX180430C2660,1/2/2018,3:45:00 PM,.SPXW180430C2660,4/30/2018,2660,C,85.65000153,47.84999847,2697.800049,,0.107,0.6036,0.002349,-0.267948,5.9117,498.738003,310,SPXW
180102.SPX180430P2660,1/2/2018,3:45:00 PM,.SPXW180430P2660,4/30/2018,2660,P,49.15000153,49.15000153,2697.800049,,0.1092,-0.398,0.002303,-0.273966,5.918183,-362.981818,747,SPXW
180102.SPX180430C2670,1/2/2018,3:45:00 PM,.SPXW180430C2670,4/30/2018,2670,C,78.34999847,50.54999924,2697.800049,,0.1043,0.5811,0.002443,-0.264742,5.99245,481.448742,304,SPXW
180102.SPX180430P2670,1/2/2018,3:45:00 PM,.SPXW180430P2670,4/30/2018,2670,P,51.84999847,51.84999847,2697.800049,,0.1065,-0.4201,0.002393,-0.270626,5.996176,-383.132056,42,SPXW
180102.SPX180430C2675,1/2/2018,3:45:00 PM,.SPXW180430C2675,4/30/2018,2675,C,74.84999847,52.04999924,2697.800049,,0.103,0.5693,0.002486,-0.263114,6.026858,472.261752,1526,SPXW
180102.SPX180430P2675,1/2/2018,3:45:00 PM,.SPXW180430P2675,4/30/2018,2675,P,53.25,53.25,2697.800049,,0.1051,-0.4316,0.002438,-0.268517,6.029236,-393.640542,2653,SPXW
180102.SPX180430C2700,1/2/2018,3:45:00 PM,.SPXW180430C2700,4/30/2018,2700,C,58,58,2697.800049,,0.0965,0.5052,0.002695,-0.250229,6.118811,421.796298,1660,SPXW
180102.SPX180430P2700,1/2/2018,3:45:00 PM,.SPXW180430P2700,4/30/2018,2700,P,61.25,59.04999924,2697.800049,,0.0983,-0.4945,0.002646,-0.254892,6.118748,-451.08886,654,SPXW
180102.SPX180430C2725,1/2/2018,3:45:00 PM,.SPXW180430C2725,4/30/2018,2725,C,42.95000076,42.95000076,2697.800049,,0.0902,0.4327,0.002842,-0.230588,6.031957,363.446849,1551,SPXW
180102.SPX180430P2725,1/2/2018,3:45:00 PM,.SPXW180430P2725,4/30/2018,2725,P,71.09999847,43.90000153,2697.800049,,0.0919,-0.5658,0.002793,-0.234981,6.035995,-516.387697,216,SPXW
180102.SPX180430C2750,1/2/2018,3:45:00 PM,.SPXW180430C2750,4/30/2018,2750,C,30.20000076,30.20000076,2697.800049,,0.0845,0.354,0.00287,-0.204194,5.704584,298.928184,4994,SPXW
180102.SPX180430P2750,1/2/2018,3:45:00 PM,.SPXW180430P2750,4/30/2018,2750,P,83.09999847,30.89999962,2697.800049,,0.0858,-0.6436,0.002833,-0.207867,5.718321,-588.173902,51,SPXW
180102.SPX180430C2775,1/2/2018,3:45:00 PM,.SPXW180430C2775,4/30/2018,2775,C,20.04999924,20.04999924,2697.800049,,0.0795,0.2738,0.002731,-0.171999,5.107021,232.292351,1832,SPXW
180102.SPX180430P2775,1/2/2018,3:45:00 PM,.SPXW180430P2775,4/30/2018,2775,P,97.80000305,20.60000038,2697.800049,,0.0806,-0.7231,0.002707,-0.175514,5.13572,-662.211055,10,SPXW
180102.SPX180430C2800,1/2/2018,3:45:00 PM,.SPXW180430C2800,4/30/2018,2800,C,12.64999962,12.64999962,2697.800049,,0.0756,0.1996,0.002411,-0.137386,4.288639,169.949766,1681,SPXW
180102.SPX180430P2800,1/2/2018,3:45:00 PM,.SPXW180430P2800,4/30/2018,2800,P,115.25,13.05000019,2697.800049,,0.0766,-0.797,0.002403,-0.140698,4.332211,-732.36198,88,SPXW
180102.SPX180430C2825,1/2/2018,3:45:00 PM,.SPXW180430C2825,4/30/2018,2825,C,7.699999809,7.699999809,2697.800049,,0.073,0.138,0.001969,-0.104498,3.380102,117.825811,362,SPXW
180102.SPX180430P2825,1/2/2018,3:45:00 PM,.SPXW180430P2825,4/30/2018,2825,P,135.0500031,7.849999905,2697.800049,,0.0735,-0.86,0.001973,-0.106398,3.413757,-793.682829,0,SPXW
180102.SPX180430C2850,1/2/2018,3:45:00 PM,.SPXW180430C2850,4/30/2018,2850,C,4.75,4.75,2697.800049,,0.072,0.0936,0.001513,-0.078262,2.563752,80.069124,421,SPXW
180102.SPX180430P2850,1/2/2018,3:45:00 PM,.SPXW180430P2850,4/30/2018,2850,P,156.8999939,4.699999809,2697.800049,,0.072,-0.9064,0.001513,-0.078262,2.563752,-841.219403,0,SPXW
180102.SPX180430C2900,1/2/2018,3:45:00 PM,.SPXW180430C2900,4/30/2018,2900,C,2.049999952,2.049999952,2697.800049,,0.0739,0.0447,0.000832,-0.045298,1.446301,38.327009,1037,SPXW
180102.SPX180430P2900,1/2/2018,3:45:00 PM,.SPXW180430P2900,4/30/2018,2900,P,204.1000061,1.899999976,2697.800049,,0.0732,-0.9568,0.000816,-0.043615,1.405872,-900.439059,0,SPXW
180102.SPX180430C2950,1/2/2018,3:45:00 PM,.SPXW180430C2950,4/30/2018,2950,C,1.149999976,1.149999976,2697.800049,,0.0795,0.0253,0.000484,-0.030503,0.905689,21.698442,1194,SPXW
180102.SPX180430P2950,1/2/2018,3:45:00 PM,.SPXW180430P2950,4/30/2018,2950,P,252.75,0.550000012,2697.800049,,0.0721,-0.9845,0.000352,-0.018246,0.596772,-940.310023,0,SPXW
180102.SPX180430C3000,1/2/2018,3:45:00 PM,.SPXW180430C3000,4/30/2018,3000,C,0.680000007,0.680000007,2697.800049,,0.0849,0.0148,0.000288,-0.020709,0.575442,12.721148,243,SPXW
180102.SPX180430P3000,1/2/2018,3:45:00 PM,.SPXW180430P3000,4/30/2018,3000,P,301.9500122,-0.25,2697.800049,,0,-1,0.000057,-0.002329,0.085916,-969.001294,0,SPXW
180102.SPX180430C3100,1/2/2018,3:45:00 PM,.SPXW180430C3100,4/30/2018,3100,C,0.25,0.25,2697.800049,,0.095,0.0055,0.000107,-0.009673,0.240198,4.68836,665,SPXW
180102.SPX180430P3100,1/2/2018,3:45:00 PM,.SPXW180430P3100,4/30/2018,3100,P,401.75,-0.449999988,2697.800049,,0,-0.9897,0.000171,-0.01855,0.419217,-993.316638,0,SPXW
180102.SPX180531C1200,1/2/2018,3:45:00 PM,.SPXW180531C1200,5/31/2018,1200,C,1484.099976,-13.10000038,2697.199951,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180531P1200,1/2/2018,3:45:00 PM,.SPXW180531P1200,5/31/2018,1200,P,0.170000002,0.170000002,2697.199951,,0.4207,-0.0008,0.000004,-0.006837,0.048434,-0.975777,190,SPXW
180102.SPX180531C1300,1/2/2018,3:45:00 PM,.SPXW180531C1300,5/31/2018,1300,C,1384.900024,-12.30000019,2697.199951,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180531P1300,1/2/2018,3:45:00 PM,.SPXW180531P1300,5/31/2018,1300,P,0.25,0.25,2697.199951,,0.3933,-0.0012,0.000006,-0.009201,0.069701,-1.446531,541,SPXW
180102.SPX180531C1400,1/2/2018,3:45:00 PM,.SPXW180531C1400,5/31/2018,1400,C,1285.949951,-11.25,2697.199951,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180531P1400,1/2/2018,3:45:00 PM,.SPXW180531P1400,5/31/2018,1400,P,0.379999995,0.379999995,2697.199951,,0.3696,-0.0019,0.000009,-0.012892,0.103939,-2.237092,836,SPXW
180102.SPX180531C1500,1/2/2018,3:45:00 PM,.SPXW180531C1500,5/31/2018,1500,C,1186.949951,-10.25,2697.199951,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180531P1500,1/2/2018,3:45:00 PM,.SPXW180531P1500,5/31/2018,1500,P,0.680000007,0.680000007,2697.199951,,0.354,-0.0034,0.000017,-0.020876,0.175738,-4.001032,652,SPXW
180102.SPX180531C1600,1/2/2018,3:45:00 PM,.SPXW180531C1600,5/31/2018,1600,C,1088.099976,-9.100000381,2697.199951,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180531P1600,1/2/2018,3:45:00 PM,.SPXW180531P1600,5/31/2018,1600,P,1.080000043,1.080000043,2697.199951,,0.3354,-0.0055,0.000027,-0.03036,0.269761,-6.457325,1578,SPXW
180102.SPX180531C1650,1/2/2018,3:45:00 PM,.SPXW180531C1650,5/31/2018,1650,C,1038.75,-8.449999809,2697.199951,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180531P1650,1/2/2018,3:45:00 PM,.SPXW180531P1650,5/31/2018,1650,P,1.25,1.25,2697.199951,,0.3231,-0.0065,0.000033,-0.034057,0.314094,-7.654813,2,SPXW
180102.SPX180531C1700,1/2/2018,3:45:00 PM,.SPXW180531C1700,5/31/2018,1700,C,989.4000244,-7.800000191,2697.199951,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180531P1700,1/2/2018,3:45:00 PM,.SPXW180531P1700,5/31/2018,1700,P,1.529999971,1.529999971,2697.199951,,0.3131,-0.008,0.000041,-0.03976,0.378432,-9.44887,15,SPXW
180102.SPX180531C1750,1/2/2018,3:45:00 PM,.SPXW180531C1750,5/31/2018,1750,C,940.2000122,-7,2697.199951,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180531P1750,1/2/2018,3:45:00 PM,.SPXW180531P1750,5/31/2018,1750,P,1.850000024,1.850000024,2697.199951,,0.3029,-0.0098,0.00005,-0.04604,0.452872,-11.588511,36,SPXW
180102.SPX180531C1800,1/2/2018,3:45:00 PM,.SPXW180531C1800,5/31/2018,1800,C,891,-6.199999809,2697.199951,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180531P1800,1/2/2018,3:45:00 PM,.SPXW180531P1800,5/31/2018,1800,P,2.25,2.25,2697.199951,,0.2931,-0.0121,0.000062,-0.05336,0.542449,-14.249273,506,SPXW
180102.SPX180531C1850,1/2/2018,3:45:00 PM,.SPXW180531C1850,5/31/2018,1850,C,841.9000244,-5.300000191,2697.199951,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180531P1850,1/2/2018,3:45:00 PM,.SPXW180531P1850,5/31/2018,1850,P,2.75,2.75,2697.199951,,0.2836,-0.0149,0.000077,-0.061909,0.650402,-17.57208,282,SPXW
180102.SPX180531C1900,1/2/2018,3:45:00 PM,.SPXW180531C1900,5/31/2018,1900,C,792.9000244,-4.300000191,2697.199951,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180531P1900,1/2/2018,3:45:00 PM,.SPXW180531P1900,5/31/2018,1900,P,3.349999905,3.349999905,2697.199951,,0.2742,-0.0184,0.000095,-0.071455,0.776652,-21.6059,225,SPXW
180102.SPX180531C1950,1/2/2018,3:45:00 PM,.SPXW180531C1950,5/31/2018,1950,C,744.0999756,-3.099999905,2697.199951,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180531P1950,1/2/2018,3:45:00 PM,.SPXW180531P1950,5/31/2018,1950,P,4.150000095,4.150000095,2697.199951,,0.2655,-0.0229,0.000119,-0.083333,0.935166,-26.893421,47,SPXW
180102.SPX180531C1975,1/2/2018,3:45:00 PM,.SPXW180531C1975,5/31/2018,1975,C,719.7000122,-2.5,2697.199951,,0,0,0,0,0,0,0,SPXW
180102.SPX180531P1975,1/2/2018,3:45:00 PM,.SPXW180531P1975,5/31/2018,1975,P,4.550000191,4.550000191,2697.199951,,0.2606,-0.0253,0.000131,-0.088831,1.015766,-29.662363,151,SPXW
180102.SPX180531C2000,1/2/2018,3:45:00 PM,.SPXW180531C2000,5/31/2018,2000,C,695.4000244,-1.799999952,2697.199951,,0,0,0,0,0,0,0,SPXW
180102.SPX180531P2000,1/2/2018,3:45:00 PM,.SPXW180531P2000,5/31/2018,2000,P,5.050000191,5.050000191,2697.199951,,0.2562,-0.0281,0.000146,-0.095513,1.11081,-33.009198,640,SPXW
180102.SPX180531C2025,1/2/2018,3:45:00 PM,.SPXW180531C2025,5/31/2018,2025,C,671.0999756,-1.100000024,2697.199951,,0,0.9967,0.000035,-0.009662,0.172929,824.178489,0,SPXW
180102.SPX180531P2025,1/2/2018,3:45:00 PM,.SPXW180531P2025,5/31/2018,2025,P,5.550000191,5.550000191,2697.199951,,0.2514,-0.0311,0.000162,-0.101831,1.206913,-36.466976,285,SPXW
180102.SPX180531C2050,1/2/2018,3:45:00 PM,.SPXW180531C2050,5/31/2018,2050,C,646.5999756,-0.600000024,2697.199951,,0,0.9992,0.000011,-0.002137,0.046455,836.314536,0,SPXW
180102.SPX180531P2050,1/2/2018,3:45:00 PM,.SPXW180531P2050,5/31/2018,2050,P,6.150000095,6.150000095,2697.199951,,0.247,-0.0345,0.000179,-0.109152,1.316766,-40.523358,524,SPXW
180102.SPX180531C2075,1/2/2018,3:45:00 PM,.SPXW180531C2075,5/31/2018,2075,C,622.4000244,0.200000003,2697.199951,,0,0.9975,0.00003,-0.00674,0.134871,844.140504,0,SPXW
180102.SPX180531P2075,1/2/2018,3:45:00 PM,.SPXW180531P2075,5/31/2018,2075,P,6.75,6.75,2697.199951,,0.2422,-0.0381,0.000199,-0.116036,1.427826,-44.720704,562,SPXW
180102.SPX180531C2100,1/2/2018,3:45:00 PM,.SPXW180531C2100,5/31/2018,2100,C,598.2999878,1.100000024,2697.199951,,0.168,0.9915,0.00008,-0.022496,0.398983,847.479533,0,SPXW
180102.SPX180531P2100,1/2/2018,3:45:00 PM,.SPXW180531P2100,5/31/2018,2100,P,7.449999809,7.449999809,2697.199951,,0.2376,-0.0422,0.00022,-0.123749,1.552061,-49.545082,835,SPXW
180102.SPX180531C2125,1/2/2018,3:45:00 PM,.SPXW180531C2125,5/31/2018,2125,C,574.4000244,2.200000048,2697.199951,,0.1806,0.9832,0.000134,-0.043561,0.718787,848.124876,0,SPXW
180102.SPX180531P2125,1/2/2018,3:45:00 PM,.SPXW180531P2125,5/31/2018,2125,P,8.149999619,8.149999619,2697.199951,,0.2326,-0.0465,0.000243,-0.130951,1.677742,-54.548009,3747,SPXW
180102.SPX180531C2150,1/2/2018,3:45:00 PM,.SPXW180531C2150,5/31/2018,2150,C,550.4000244,3.200000048,2697.199951,,0.1846,0.9763,0.000176,-0.059705,0.963777,850.287615,31,SPXW
180102.SPX180531P2150,1/2/2018,3:45:00 PM,.SPXW180531P2150,5/31/2018,2150,P,8.949999809,8.949999809,2697.199951,,0.2278,-0.0514,0.000268,-0.138817,1.816218,-60.219285,219,SPXW
180102.SPX180531C2175,1/2/2018,3:45:00 PM,.SPXW180531C2175,5/31/2018,2175,C,526.5,4.300000191,2697.199951,,0.1865,0.969,0.000218,-0.075478,1.205711,852.001078,0,SPXW
180102.SPX180531P2175,1/2/2018,3:45:00 PM,.SPXW180531P2175,5/31/2018,2175,P,9.850000381,9.850000381,2697.199951,,0.223,-0.0568,0.000297,-0.147201,1.96678,-66.573713,64,SPXW
